gameId,Date,Season,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,HTGD,ATGD,DiffPts,DiffFormPts,f_cornersAgainstHome,f_cornersForHome,f_freesAgainstHome,f_freesForHome,f_goalsAgainstHome,f_goalsForHome,f_halfTimeGoalsAgainstHome,f_halfTimeGoalsForHome,f_redsAgainstHome,f_redsForHome,f_shotsAgainstHome,f_shotsForHome,f_shotsOnTargetAgainstHome,f_shotsOnTargetForHome,f_yellowsAgainstHome,f_yellowsForHome,f_cornersAgainstAway,f_cornersForAway,f_freesAgainstAway,f_freesForAway,f_goalsAgainstAway,f_goalsForAway,f_halfTimeGoalsAgainstAway,f_halfTimeGoalsForAway,f_redsAgainstAway,f_redsForAway,f_shotsAgainstAway,f_shotsForAway,f_shotsOnTargetAgainstAway,f_shotsOnTargetForAway,f_yellowsAgainstAway,f_yellowsForAway
2336,2022-09-11,2223,Lecce,Monza,D,2.25,3.4,3.2,-0.5,-1.8333333333333333,0.3333333333333333,0.3333333333333333,5.198255917511481,5.033154441195994,11.444980584519849,12.45418261827724,0.9355862963087078,1.8586491374994136,0.6631028103057135,0.4829097548972956,0.0880019693032009,0.0408381457932583,10.325550628357028,14.266592278973544,3.605988018909611,4.282635752429342,2.3412227671892847,2.774368841722944,4.233980254771241,4.272290948611185,8.666900220719441,14.517513006016708,1.3021237729135955,0.6899374503256196,0.502171327717962,0.3276873627078233,0.0378472026183037,0.001554323226803,11.849577783481909,13.797730682980886,4.817830327338212,3.942703544697221,1.505013930416461,2.232977630032912
2337,2022-09-11,2223,Sassuolo,Udinese,A,2.7,3.5,2.55,-0.6666666666666666,1.0,-0.6666666666666666,-0.6666666666666666,5.930845166856955,3.808937431453905,12.723511108781024,11.554521706481491,1.8000337048298036,1.0939009386220773,0.5307030880315812,0.5066733669906539,0.1115817288159487,0.0845150578405297,17.4115464891979,12.354479989128077,5.747965068688223,3.162987208180657,1.9420671581320923,2.173886661351318,7.273771204720471,3.901113780794716,13.180775047981802,11.725288710484085,1.3661888079614304,1.114958289575288,0.7529945698802919,0.7835599076102343,0.006807272885011,0.3349579095319052,12.394401621489603,8.586803150440348,4.936400706537658,3.1673413041827123,2.419368550013808,2.869663167511737
2338,2022-09-11,2223,Lazio,Verona,H,1.57,4.2,5.5,0.6666666666666666,-0.8333333333333334,0.5,0.5,3.9675878265635,4.00778701681964,10.558829077506887,12.213607455621966,0.8539292174561786,1.5781887840105708,0.2616085525384392,0.607870785329635,0.0027096132787283,0.0039138924144692,12.142988258685346,12.572698780950422,3.531100128182894,4.514720092561617,2.5281042758283934,2.599824899316887,5.541629089000388,4.585425935211955,14.136293373164012,8.07735503015191,0.4910770509386716,2.2597057615065004,0.2338045889756965,1.132860896438861,0.0327874278843684,0.0338213355738651,14.680581749905864,11.448693131687095,3.0670140802572905,5.154880494034681,2.710059433231509,1.5587570018651624
2339,2022-09-11,2223,Juventus,Salernitana,D,1.4,4.5,8.5,0.8333333333333334,0.5,0.5,0.5,4.062400820191266,5.914914962207936,15.10257584816679,12.8499616174504,0.8875249311571723,1.3404953973211378,0.6662959536117349,0.7566173388080081,0.2604251678993261,0.0064928698136843,10.453111153014689,14.426897910221385,2.427539867668159,5.152296582146194,3.711758056735454,1.8611529533997804,4.820976945222638,5.346904036435264,13.73248669160546,7.771923300468669,1.02164786735936,2.6054029780178265,0.469432253425767,1.141257244341793,0.016006165322962,0.0001236512564796,13.122082677528663,19.83048785192558,2.8800547619599897,7.324940340809086,2.7931508819580597,0.9285115772152672
2340,2022-09-12,2223,Empoli,Roma,A,5.0,3.8,1.7,-0.3333333333333333,0.3333333333333333,-1.0,-1.0,3.9566821232117912,5.945422660953784,9.54454442354833,14.319015170623064,2.2403905653434326,1.0103204068986862,1.324351208300955,0.385185365983461,0.0,0.0345130905442954,15.768325426817896,14.988988034292223,6.498511095732584,3.122222017971674,1.376959511559942,1.566195899838972,3.9759505871168055,3.582490473683769,16.818610159996243,15.47152439157126,1.7008088014679486,0.5977710828129117,1.0066973440010782,0.26342403037368,0.0866813826844065,0.0219729896317695,11.14314034156924,9.000161898887276,4.676198633900369,2.969646704110711,2.5195258407998407,3.2158395685872017
2341,2022-09-16,2223,Salernitana,Lecce,A,2.25,3.3,3.3,0.2857142857142857,-0.2857142857142857,0.5714285714285714,0.5714285714285714,4.0622953684380585,3.84838346502846,12.725143035673645,9.771633909218467,1.3653752779278567,1.434170829337984,0.6565884201102947,0.6762297387017139,0.0489133996162187,0.0876717312759736,12.675254145101848,13.299219891265306,3.2756108315067234,5.016640539791959,1.7500568164693209,2.410828496252388,4.837157632241918,5.952379860148333,10.063077657895308,14.847218454295875,1.844878986041508,0.9321381471641128,0.776195689467031,0.6266823923308921,0.1862766067210446,0.1583199707588029,15.71980198624398,12.097321089532372,5.899922782907144,3.2716267428711645,2.4359302707397976,3.2706655534538
2342,2022-09-17,2223,Bologna,Empoli,A,2.1,3.5,3.4,-0.4285714285714285,-0.1428571428571428,0.2857142857142857,0.2857142857142857,4.489890227909431,5.102012393447034,13.781125474949922,8.540664518565274,0.8358937096576579,2.3135115274691307,0.384080934621082,0.9337559271887396,0.0130959534460598,0.0001011692098469,11.827158554341633,18.40676278793911,2.3564084416036275,6.902223915207434,2.8307598125111397,1.4869640177215826,4.232787119631139,3.875950107750558,13.866026120096617,9.267700471178744,1.2989434092137009,1.5370488603674417,0.7190268891811502,0.735097058937766,0.0400200542314516,0.0717314164985238,12.734298845992422,13.426634456489795,3.589136134869137,4.649978623466148,1.977319213474899,2.154314224206499
2343,2022-09-17,2223,Spezia,Sampdoria,H,2.7,3.25,2.7,-0.5714285714285714,-1.2857142857142858,0.4285714285714285,0.0,7.587647827940153,3.919094058178567,12.784249216681769,12.138894774932414,1.481433390406073,0.9122277222717714,0.9797349965334124,0.6410868249206353,0.0055695204895435,0.274053203358484,12.32268838771431,8.661933881789198,4.5843089579639535,3.136913979817785,2.888599446585092,2.711534106576384,4.8758623394738345,4.46050056367145,11.26643691033356,11.0874772029377,0.7015347229263347,1.708493249433188,0.353420291518,0.5527130067728036,0.0814441666679071,0.2154717269127621,13.854823429134708,14.310558997764442,3.241275860420396,4.93894863523134,2.100667497308092,1.7358979430004868
2344,2022-09-17,2223,Torino,Sassuolo,A,1.8,3.75,4.5,-0.1428571428571428,-0.4285714285714285,0.5714285714285714,0.1428571428571428,3.5312496265033864,5.141714731359345,13.228941851623484,12.834211991119046,1.5526205060805671,2.209542660063699,0.4982919727638201,1.131833468599066,0.0011414837167674,7.99379268693059e-06,11.391731856602105,15.20579985169216,3.900069329219564,5.455838018535215,2.6426214011053006,1.9541193953194231,4.1621413894592045,3.112946751195811,16.669771949087835,15.385792684012852,1.391570837564685,0.6709036132105641,0.8236614632736092,0.21552875212392,0.0709211312872416,0.0179779006078114,12.935296643102106,8.81831428090777,4.553253427736665,3.156983666999673,2.6068847788362333,3.358414192480438
2345,2022-09-18,2223,Udinese,Inter,H,3.8,3.6,1.95,1.1428571428571428,0.2857142857142857,0.1428571428571428,0.5714285714285714,7.007008766784365,4.005975505328412,12.47824964645249,12.188695229695757,1.6836207279484403,0.8357868656506854,0.4261909598062074,0.4055474602722062,0.1489769819945687,0.1240934893601343,17.90026085457035,11.836269333316489,5.440734729352137,3.8808842891439927,2.172508937875327,2.917340711725844,4.700753676279228,4.188189377397888,10.27540560886927,12.720224281872518,1.062305723373237,1.2912453687359216,0.3958615429859958,0.4973488243606104,0.0022169563189595,0.1850204574300203,12.11699039346983,11.559480820777615,3.798172832149641,3.693861893914049,2.432085316586867,2.8544021903501804
2346,2022-09-18,2223,Cremonese,Lazio,A,4.33,3.75,1.8,-1.2857142857142858,1.1428571428571428,-1.2857142857142858,-0.8571428571428571,3.352668929707316,5.7522846309399664,10.659025794029542,14.662419355690345,1.9869942801343707,0.8039245787361656,1.0538028134067394,0.3064968112780503,0.0,0.0274624976267436,14.181353661271022,16.216962629564836,5.98809651511461,3.301541085770856,1.912813890248838,1.8591041521665213,4.980391205236666,5.390762724614905,12.091347750970783,12.37160396040865,1.1291160606162156,1.7025311124995202,0.7243568447955838,0.5769261630977874,0.0720016112480734,0.0334130283763022,11.175450514110295,14.581757319160172,3.6776265609260457,4.231247433805826,2.6428186277003243,2.815392688682409
2347,2022-09-18,2223,Fiorentina,Verona,H,1.75,3.8,4.5,0.1428571428571428,-1.0,0.1428571428571428,-0.2857142857142857,5.259164028448867,5.306695704277275,8.866974898252304,12.755432800537694,1.8823460230329228,0.8057809875572498,0.8482251661209067,0.6088477660324741,0.0012848287229415,0.03930641880238,16.485895632416042,11.278854954083682,5.180659602516894,2.6672226725844905,1.5415717395881667,2.583490828291058,2.432053703715775,6.14159157454685,13.305056174227335,14.05876821549633,1.8984295287934112,1.1917309694420897,0.9435119541973812,0.4319396955060047,0.2261631414282927,0.0709480695522717,8.435063300124014,14.421915957451798,3.863027802692793,4.552291328105128,2.673965628607894,3.342203959183329
2348,2022-09-18,2223,Monza,Juventus,H,4.5,3.6,1.8,-1.4285714285714286,0.5714285714285714,-1.2857142857142858,-0.8571428571428571,5.443151072818499,5.206257583355236,14.293330941679644,8.245108661033381,0.4017903144043676,2.212486532141682,0.191294663707388,1.1087043698136134,0.2086442591781197,0.0276720018331623,13.284112340832069,11.548930744107626,2.5093751565741464,5.126720404210193,2.9445940817348712,1.638983001526042,5.23376435004308,3.971524515277592,11.462010605330216,11.050105997805485,1.58022830455383,1.047990168175547,0.6165852524853547,0.430888289408863,0.3120961780250134,0.2058205390460826,14.79137865534717,12.667675632283164,4.878672421089435,3.890694063689676,2.437079525044778,2.1527394087313496
2349,2022-09-18,2223,Roma,Atalanta,A,2.05,3.5,3.5,0.1428571428571428,1.1428571428571428,-0.1428571428571428,-0.1428571428571428,4.736892935721925,4.222783503409151,9.272918362406816,14.60523791401367,1.2471921778383963,0.928130641175507,0.5926856317692417,0.4499260240336737,0.0309658930513394,0.0012717190037479,12.604200004667016,14.016325104257088,4.66913390418581,3.953121082024999,1.7768295794316498,2.554254424572383,3.826882600039605,5.174603206165755,10.565844246011064,11.994437905922444,0.8822766916248873,2.3514851484759807,0.3098910772042097,0.9352553245145236,0.0021653901073903,0.0681219114201518,13.180949034667858,16.78936588418305,4.037199541798492,5.493223169527277,2.7963647307984854,2.124591999405035
2350,2022-09-18,2223,Milan,Napoli,A,2.15,3.5,3.3,0.7142857142857143,1.4285714285714286,0.0,0.0,4.684947153652478,5.779219885575907,9.506154447368884,15.602269644423906,1.8730828067612344,0.944476665861547,0.8168873822912075,0.6945583209980032,0.1524081327717635,0.1295345215299294,15.4071107160178,12.261444527799211,5.372664095105841,3.585876425985501,2.174852039696196,3.2214536346440177,4.051055216520127,5.384930423624675,14.5384711485001,13.05905950518669,0.90797494367405,1.096768961444567,0.5451512347732376,0.6190505499338247,0.2130751373721759,0.005312348029378,10.73436367064838,12.894734653817494,2.895259891728494,4.21551538539234,3.7641656827835535,2.0682160527816387
2351,2022-10-01,2223,Napoli,Torino,H,1.6,4.0,5.75,1.5,-0.375,0.875,0.625,4.196284763011921,4.360890855404897,16.30903442455538,13.504132637970898,1.6034187819868364,1.0484010229152847,0.8116180234622316,0.3645702310355597,0.091546361229434,0.1671443165931094,10.505734284272595,12.34323563688552,4.137557836860106,4.136273426513857,2.1189361189296005,2.1433668979503744,5.579782409246599,4.752766989371377,12.955599998093566,11.453699578030312,1.4727548494062028,1.2586462225089723,0.4342116174803845,0.7781873002650808,0.0912941417585034,0.0691486836877061,15.882174400252826,12.290029082013882,5.248335056199455,3.133353170329628,1.952600402108076,2.6877254501965333
2352,2022-10-01,2223,Inter,Roma,A,2.0,3.5,3.75,0.125,0.25,-0.125,-0.125,5.347592804284545,5.137896774684922,11.347466341703369,11.758585058516168,0.9238222314132672,1.392980001135971,0.5926556002872958,0.4720304970800078,0.0589104092029691,0.0273379323078836,11.50718678427206,14.294165079312869,3.3726035498485825,4.0073842640229485,2.3441243317548106,2.30350310892197,7.480798077322297,4.479283368695712,12.823478354095528,12.840944728650255,1.393896203577167,0.746360854401104,0.8015935399094243,0.5245204664482963,0.0045568359409513,0.224223160529055,12.445841360332247,7.996098489493486,4.659892465744998,2.5665409425718564,3.272507310888068,2.7639847535601576
2353,2022-10-01,2223,Empoli,Milan,A,5.5,4.0,1.6,-0.375,0.875,-0.875,-0.5,6.096643536450421,4.55034359527439,12.573113347098484,11.790750642474189,1.741144231958416,0.6838256173489728,0.530519876206169,0.3318115584037618,0.1218902579952732,0.101531036748965,18.282031608288825,12.047856727261156,5.542419324016447,3.7207235092979567,1.95932549462304,2.7505514914103117,5.463189461516388,4.080322815432274,12.25402137098814,8.67357311278261,1.7900446075384826,1.2575854312097248,1.133749272966396,0.6014430482218085,0.032743680734824,0.2405075225897014,13.69169905581198,12.803610009855284,4.027475019438385,4.895437055563212,1.6178066292067352,2.308075274350772
2354,2022-10-02,2223,Lazio,Spezia,H,1.4,5.0,7.5,1.5,-1.0,0.75,0.625,5.009433710405745,4.158528267923743,11.196178824537684,10.313690758497438,1.4747276174155597,1.4029166289184394,0.6863000854300286,0.3525415244274044,0.2553489270266569,0.1683969798606543,14.46565914531864,12.182622403995186,4.718906784930637,4.274221071798476,2.539433195911705,2.306793552354616,3.482004492804457,6.001575878105616,10.327555476736602,13.331280162004017,1.5899964595666292,0.6433019192499417,0.8432549399612564,0.2452593093361122,0.0,0.0219755408628687,13.945321361866212,15.574219383872782,5.391080300218238,3.041495558918378,1.530637175815046,1.6874567148987392
2355,2022-10-02,2223,Lecce,Cremonese,D,2.05,3.4,3.75,-0.25,-1.125,0.5,0.5,5.118798462410277,3.790336763325544,10.22533186180213,12.771092594259336,0.8691592282144666,1.4201098471475724,0.323886716988542,0.5887399472041358,0.001813873351876,0.1513803742609257,12.277537594657137,13.094120671545324,3.653050499031524,4.113159731384222,2.3535243499347094,2.5172381557410564,4.582637459198625,6.174373776456665,12.36637538859539,7.896907333371587,0.6839130351744472,2.620145795202016,0.3142480374172489,1.309436667699878,0.1925330528195036,8.277480805660396e-05,11.4949479080977,18.332805917404727,3.018879634039332,6.738183203351538,2.861530755690932,1.2166069235903856
2356,2022-10-02,2223,Sampdoria,Monza,A,2.25,3.4,3.2,-1.5,-0.875,-0.25,-0.375,4.221994854577859,4.4155844414083445,10.644781655827234,12.722721923027454,1.0854991113294532,2.1057605760258022,0.6171836086216262,0.7652089018755192,0.0017716828151375,0.0557361093437606,12.0571401192737,15.918572087058855,4.0304359887442205,4.676273502340499,3.1970256888351245,2.10193890860412,5.212043294994374,5.25093284775979,9.80025220946835,13.89080867930318,1.903737655666927,0.8410935360304475,0.8758205910536065,0.6799663555498074,0.001051223495585,0.2139779827612931,18.397551012921127,11.046335866542854,5.147812401355746,3.273182199638647,1.8067405198879587,3.022856141648586
2357,2022-10-02,2223,Sassuolo,Salernitana,H,2.0,3.75,3.5,0.25,-0.375,0.25,0.0,5.292549243929035,4.797718445849308,12.96367272571292,12.643936018388438,1.3867994222414386,1.393437818416432,0.3552640506657691,0.6366987002168841,0.074695206893321,0.0565761957444868,14.63086996384322,11.873660158011358,4.83954686416319,3.472743502996969,2.3248548744520625,2.562684459251709,4.057457856499756,4.545913775516579,10.496024114696487,13.949740111465731,1.2022481455041425,1.1230159791435967,0.4849246078111976,0.7317576560275513,0.0253357306783686,0.0010404973667028,12.494345458363922,12.7406296307558,4.002018648879299,3.961644521656817,1.8174060195349864,2.998935438286495
2358,2022-10-02,2223,Atalanta,Fiorentina,H,1.95,3.5,4.0,1.125,0.0,1.0,1.0,4.356865596400015,4.288785522998563,16.646886251718765,13.403407859569434,1.6826549835216889,1.0387305871205132,0.6494582278003062,0.2917297661122245,0.0732555658042279,0.1337491880458537,10.40468949987139,11.675263275436045,4.30987220261113,3.909248075507544,2.095172900044721,2.5143187937242173,4.560411307533845,5.092088997289374,9.414126366029086,14.40185698180137,2.077976841895557,0.954571817523084,0.8501805855109882,0.7500931717256395,0.1246975631768972,0.2878009721608524,15.151272404014565,11.304818250017531,5.486725168722961,3.479353439442682,1.96124257793325,3.1811893374360145
2359,2022-10-02,2223,Juventus,Bologna,H,1.5,4.33,6.5,0.875,-0.75,0.5,0.125,3.950842955012076,3.092410978251118,14.547995231071862,14.952012196010516,1.684012503462015,0.5489211380813706,1.0375411972238622,0.1763417062832072,0.0580263801441068,0.0147091914063911,13.674333617083542,8.85134804801545,5.179934622693636,2.94662300027246,2.3147239099569177,3.8387025211203594,2.898953030312907,5.934029470083786,14.340500506186002,14.048083085406088,1.7350787053764274,1.3386889749980737,0.9537825079796756,0.5352233872321858,0.3668607520776941,0.0580484205427677,8.719597245556011,16.7088403288242,4.251568202203194,4.633692904813287,3.096880968861004,3.279985057513633
2360,2022-10-03,2223,Verona,Udinese,A,3.25,3.4,2.2,-1.0,1.125,-1.375,-1.375,3.67813608624374,5.133124892056552,13.531476394227356,12.321048686061836,0.92470677209695,1.442810968454646,0.6278510102690126,0.688314086309493,0.3561523851226895,0.0043464665694911,10.05538845780322,13.095691989487042,2.9143035477778585,4.539967133502824,3.625226467731998,1.8739949522758856,5.362578150487863,4.986938022745193,12.967270770465165,8.564179813572768,0.8741920754217557,1.992034435388649,0.1565138157605902,1.088939938938411,0.1707089393275525,0.0226407287725873,12.687001006135327,11.81276151790624,3.144034219015212,4.921862148899248,2.954667885055804,1.8864406376122165
2361,2022-10-08,2223,Sassuolo,Inter,A,4.33,4.2,1.7,0.1111111111111111,0.2222222222222222,0.0,0.2222222222222222,5.262069186842228,4.9222277339130045,12.127084744818369,11.43520862058539,0.5739829551215465,1.57967629499079,0.2891620566965454,0.4522197328141119,0.0666361363646512,0.1762950492922599,12.244855532928396,14.072275543625452,2.651952976707596,4.950048883371097,2.26418249779753,2.329371044273126,3.434658785320952,4.752312052930373,13.187316060419214,11.40980981091558,1.2703258686113732,2.353262176415754,0.4076934322613073,1.2896819288537815,0.0009339412228097,6.540375834761391e-06,10.956871519038083,15.532018060475403,3.55460217845237,5.918412924256086,3.25305387363161,1.7806431416249824
2362,2022-10-08,2223,Milan,Juventus,H,2.05,3.4,3.6,1.0,0.5555555555555556,0.4444444444444444,0.2222222222222222,4.658521557526148,5.415396726191816,11.93612531794168,8.097469636394935,0.7413833924154569,2.507392014256195,0.4389302124322946,1.434993637208991,0.1575270432159575,6.772484295540324e-05,12.495866470261756,16.272295750603867,3.1972651551230906,6.422149893651257,3.250343345565308,1.1772238465739515,6.079071984368376,4.268462941585727,12.28709273853268,11.64697779838674,1.4245725534178155,0.7413118687405602,0.4340617168951317,0.2714821841480166,0.099728392905034,0.0830708482489954,16.776207679496164,12.94824641322137,5.080161265100414,3.226046507603189,1.603084495597623,2.614087583879997
2363,2022-10-08,2223,Bologna,Sampdoria,D,2.05,3.5,3.6,-0.6666666666666666,-1.3333333333333333,0.4444444444444444,0.4444444444444444,4.809853597947407,5.387126877826499,10.200206360210192,13.728843462046132,1.921239900397832,0.869985620894854,0.8983986658031555,0.556336106919704,0.1826782769519558,0.175072894304738,19.234359934327017,11.401547533396172,6.211846528846338,3.58714907793359,2.5691513478143064,3.20051866446221,4.738939567141901,4.749188270196754,12.55701791593912,11.8024786842405,0.9376727347926732,1.3215290918385216,0.6667182184168784,0.3862067703381882,0.0481994257115202,0.0223673991609957,11.05133464167714,14.604316883074166,2.941221086239749,4.187859852382412,2.463374453253936,2.248320725481612
2364,2022-10-09,2223,Torino,Empoli,D,1.72,3.6,5.0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.2222222222222222,3.191132580989138,5.216189577598482,11.048343412740698,12.677452299660011,1.6704675473642283,0.9095800354229754,1.0702884265195118,0.3933916994092274,0.0,0.0176624179168901,13.367245344150952,14.676440771385591,4.725515509535859,3.425889758694511,1.6227586657758248,1.7487993513778033,4.545268517381885,4.158205452061373,11.073003172949557,12.59131793702246,1.0699538183604618,2.086531380384747,0.5049684070540578,0.8078981924436066,0.0014495586669307,0.2274204530994406,12.228569188496664,17.206104434866337,4.20672035442709,5.826041956460409,3.3430210181378293,2.8106772888579163
2365,2022-10-09,2223,Monza,Spezia,H,1.9,3.6,4.0,-0.5555555555555556,-1.1111111111111112,-0.1111111111111111,0.3333333333333333,6.666078252755647,4.028488381655841,12.67374963867346,13.778988472883318,1.3222761393970743,0.7924787192634852,0.6558440245465182,0.6109743961892621,0.0037282905536507,0.1834538487105721,13.092075235062568,8.178632593554438,4.721732420561176,2.2817050852347363,3.0411340342538185,2.8068981580154264,4.551744196517499,4.010275533629991,10.00254425056538,12.267257577121274,1.074766641266382,1.3437262385752864,0.6286345866269891,0.6635145022579293,0.0014840781969894,0.1238566698498483,11.317985304719477,13.804280549446172,3.89795040829852,4.092585234768909,2.107429013582944,2.968649400151774
2366,2022-10-09,2223,Salernitana,Verona,H,2.4,3.4,2.87,-0.2222222222222222,-1.0,0.2222222222222222,-0.1111111111111111,5.015336832149772,4.429355030808225,12.02601748535393,9.096559819549409,1.6464001334405765,1.0289335346261383,0.9276130415179602,0.4920897667269341,0.0267902842375833,0.1967788821188466,14.29320831839162,12.293862735336145,3.477025015904133,4.550812136369901,1.687296332987329,1.888425224468813,3.3730204341994234,4.927102184409906,13.616662504367836,13.353585288596047,0.9383964498975048,1.180481701462892,0.695514462947374,0.5631660706168578,0.2913974060094731,0.0035561999204927,9.136226920020816,12.169202536853032,2.9298847209091567,4.078154927411401,3.511548928144362,1.896904960952997
2367,2022-10-09,2223,Udinese,Atalanta,D,2.5,3.4,2.75,1.0,1.0,-0.1111111111111111,0.2222222222222222,3.099143388437833,5.58238774825037,13.551318595970365,14.76661343351407,1.4196098498534404,1.458927343180242,0.7803675065288254,0.619728225917243,0.3001587971544769,0.0474941622622645,9.679670473636737,14.579960269037976,3.842192165438977,4.518476013029053,2.7156298836135484,2.6836241379656998,4.462244289620254,3.766054485035514,10.978683953030314,10.983952878483471,1.5702351176429834,1.5114811415219476,0.7433384823750997,0.6520901889816989,0.2089201816468244,0.1377782473219156,13.835516665751888,11.967592424762705,4.770016478096066,3.8607114780457743,2.441350909864741,2.2510109027374523
2368,2022-10-09,2223,Cremonese,Napoli,A,7.0,4.5,1.45,-1.3333333333333333,1.6666666666666667,-1.8888888888888888,-1.1111111111111112,3.173811733444415,5.342800770579396,13.698713140342992,11.69893529984002,1.4029938925002146,1.925396326158344,0.3335673536683422,1.055194305425821,0.0007641337277533,5.351216592077501e-06,10.419258515576614,15.253469322207147,3.453765418733757,5.569610574391343,3.025225896607681,1.8205262067840768,4.512085745032846,4.47086054660398,13.697550411946937,12.890493105954176,1.3164722545611771,1.5037218514316264,0.4724887687265385,0.5209353001774506,0.0611142601854444,0.0462896147000347,13.24343906132627,11.351176492918384,4.323265616133519,3.750426502452065,2.447608533642597,2.6421963757513987
2369,2022-10-09,2223,Roma,Lecce,H,1.33,5.25,8.5,0.3333333333333333,-0.3333333333333333,1.0,0.3333333333333333,3.865192791681618,3.901202179968109,11.133110639297126,14.504332818471962,1.347293937230662,1.1006494374811244,0.3967564973000708,0.7805289912952692,0.0207292341913924,0.0008513160273023,11.859009920479572,11.6968787888002,4.183469803628518,3.604981881355577,2.032423106892262,2.999128994961678,3.959780599555336,3.2574271640236425,15.17563246178607,14.051646342190422,1.7414647755598305,0.4491172947938486,1.0307155250013418,0.1442795778680786,0.0474761292088146,0.0120347929688654,12.097182050341075,9.787466584739914,4.9654010549311565,2.774509727495649,1.8938650172374776,3.322574790007565
2370,2022-10-10,2223,Fiorentina,Lazio,A,2.4,3.5,2.8,-0.4444444444444444,1.7777777777777777,-0.8888888888888888,-0.6666666666666666,4.640336524345874,4.529890997782212,9.52064884493289,13.60151934874657,2.0637992342781826,0.7810133052461588,0.6956022972362622,0.6137125950482497,0.1020252789629157,0.4172917044952435,14.941950148739188,10.522124022741613,5.034593319864238,3.210380086816738,2.1501075637635694,2.784609457902192,5.759874789234551,4.390913600474276,12.285796609396844,12.265170689569864,0.4696224178267198,1.6560987868106465,0.2365871372971734,0.3699979632115461,0.0545204752074419,0.1442414039663944,12.563972708759596,12.96822544478446,2.897052435488033,4.595494540939988,2.216149316379797,2.2694853998598306
2371,2022-10-15,2223,Empoli,Monza,H,2.55,3.3,2.8,-0.2,-0.6,-0.2,-0.5,5.114836668580979,4.443858382246066,13.88231244856241,9.552510756559538,0.7152480617087091,1.8116645380452585,0.1280567583495737,1.072769040949609,0.1396709503589066,0.0185242326321169,11.834819005019812,10.57407760555965,2.9360279973760823,4.572432667281204,2.7810919059547485,2.088905976228177,3.894285351032919,4.428375055716286,15.342306865459443,12.735423548046258,1.3524015501759197,1.2273982148176026,0.5219895478592734,0.2344721834162894,0.2551470017934828,0.1074983350831716,9.736453641766063,12.131537611191664,3.856515315446004,3.730790636733656,1.880224135212355,2.609643080315869
2372,2022-10-15,2223,Torino,Juventus,A,3.0,3.1,2.5,-0.4,0.6,-0.2,-0.1,5.882877078118208,3.492378770382893,12.2348940587991,12.43843638050378,1.5291957255243993,0.60652789260497,0.3551414047318284,0.2221217870298501,0.0815959578312646,0.249785239477617,16.99871537413478,11.68492888353592,4.883768307808056,2.821310778945233,1.4934327691245608,3.229708023178849,3.347626873641964,4.593942592302484,10.845516896332448,13.320276747708396,1.3472765879064406,0.7336005350634253,0.8632161346876817,0.3172808878131515,0.0,0.0142452106793648,13.876613218183218,12.997780672895596,4.778620944579695,2.956544730179359,1.8892181662403271,2.184346691826413
2373,2022-10-15,2223,Atalanta,Sassuolo,H,1.65,4.0,5.0,1.0,0.0,0.9,0.4,3.811517637975939,5.339870048702395,12.675011623770468,8.807020611595856,0.6065864119762829,2.4151389207550684,0.3591247192627864,1.1740857031709928,0.3107039444494199,5.541123514532991e-05,11.314799839305072,16.58642379594862,2.7977623996461647,5.9817590038964825,3.7502809190988886,1.1450013290150514,5.513677827661556,3.885699493797344,12.455741931222915,11.838391650742228,0.949004964830369,1.2630692569587902,0.7273149059774461,0.4978055393676086,0.039435893763971,0.0183005993135419,12.860182888644932,13.767168358878862,3.497362706923432,3.790067151949246,2.560942734480493,2.384989684484956
2374,2022-10-16,2223,Inter,Salernitana,H,1.3,5.75,9.0,0.4,-0.4,0.5,0.1,3.967093217818002,3.210622225110253,14.961881105097694,15.314983370883072,1.7884711800034976,0.3674596048313306,1.0251308840920068,0.1180469273466097,0.0388441057163028,0.0098466487927081,11.352239859369972,10.007927205696292,4.971691772216401,2.4518715952237127,1.7313441050124818,3.263924828188008,5.999498980065121,4.023308523667265,12.55124610406263,13.273702991407974,1.263678755545996,1.012034495648417,0.7184196773268277,0.8635319284898131,0.0030503996210817,0.1500976231706909,12.8935102657076,9.418917664154216,4.59050448738402,2.4123079989891383,2.851831373623317,2.478361564697909
2375,2022-10-16,2223,Lazio,Udinese,D,2.2,3.5,3.25,1.6,0.9,0.0,-0.1,4.418979245935965,4.385249538130529,13.025268518865674,12.546767086689778,2.1680227537318726,1.4121360602622397,0.9320362653217136,0.6080379728724596,0.0500025765153636,0.0378733211182102,13.199177413812404,11.105508039660496,4.809944595018334,3.795803502006236,2.184406982071215,3.070887943796599,4.467093771758904,4.169472297934002,11.839468851653216,9.442639852358608,1.5288728364513808,1.0236728919668403,0.7589561248783311,0.4026189000493097,0.0219193234671136,0.1610009035517836,13.51262498777496,12.604069510729571,3.572111376648836,4.814300838848101,1.925969726989633,2.454166092747211
